question,sql,db_id,source
show customer name and invoice total,"SELECT Customer.FirstName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
display customers with their purchases,"SELECT Customer.FirstName, Customer.LastName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
find invoices with customer names,"SELECT Customer.FirstName, Customer.LastName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
show customer email and invoice date,"SELECT Customer.Email, Invoice.InvoiceDate FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
show customer country and invoice total,"SELECT Customer.Country, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
list invoice lines with track names,"SELECT Track.Name, InvoiceLine.UnitPrice, InvoiceLine.Quantity FROM InvoiceLine JOIN Track ON InvoiceLine.TrackId = Track.TrackId",chinook_1,chinook_manual
show track name for each invoice line,"SELECT Track.Name, InvoiceLine.UnitPrice FROM InvoiceLine JOIN Track ON InvoiceLine.TrackId = Track.TrackId",chinook_1,chinook_manual
show invoice line details with track names,"SELECT Track.Name, InvoiceLine.UnitPrice, InvoiceLine.Quantity FROM InvoiceLine JOIN Track ON InvoiceLine.TrackId = Track.TrackId",chinook_1,chinook_manual
list tracks sold with quantity,"SELECT Track.Name, InvoiceLine.Quantity FROM Track JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId",chinook_1,chinook_manual
show tracks with their album titles,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId",chinook_1,chinook_manual
list tracks with album information,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId",chinook_1,chinook_manual
show track name and album title,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId",chinook_1,chinook_manual
find album for each track,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId",chinook_1,chinook_manual
show tracks and the album they belong to,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId",chinook_1,chinook_manual
show tracks in playlists,"SELECT Playlist.Name, Track.Name FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId JOIN Track ON PlaylistTrack.TrackId = Track.TrackId",chinook_1,chinook_manual
list playlist names with track names,"SELECT Playlist.Name, Track.Name FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId JOIN Track ON PlaylistTrack.TrackId = Track.TrackId",chinook_1,chinook_manual
show customers with their support representative,"SELECT Customer.FirstName, Customer.LastName, Employee.FirstName FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId",chinook_1,chinook_manual
list customers with their employee rep,"SELECT Customer.FirstName, Employee.FirstName FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId",chinook_1,chinook_manual
show customer name and support rep name,"SELECT Customer.FirstName, Customer.LastName, Employee.FirstName FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId",chinook_1,chinook_manual
find which employee supports each customer,"SELECT Customer.FirstName, Employee.FirstName FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId",chinook_1,chinook_manual
show albums with artist name where artist is ac dc,"SELECT Album.Title, Artist.Name FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = 'AC/DC'",chinook_1,chinook_manual
show tracks with genre name where genre is rock,"SELECT Track.Name, Genre.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Rock'",chinook_1,chinook_manual
show tracks with genre name where genre is jazz,"SELECT Track.Name, Genre.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Jazz'",chinook_1,chinook_manual
show customers from usa with their invoices,"SELECT Customer.FirstName, Customer.LastName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'USA'",chinook_1,chinook_manual
show customers from germany with invoice totals,"SELECT Customer.FirstName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'Germany'",chinook_1,chinook_manual
show invoice lines where quantity is greater than 1,"SELECT Track.Name, InvoiceLine.Quantity FROM InvoiceLine JOIN Track ON InvoiceLine.TrackId = Track.TrackId WHERE InvoiceLine.Quantity > 1",chinook_1,chinook_manual
count albums per artist with artist name,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId",chinook_1,chinook_manual
show number of tracks per genre with genre name,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId",chinook_1,chinook_manual
show number of albums per artist name,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId",chinook_1,chinook_manual
show total spending per customer name,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId",chinook_1,chinook_manual
show average invoice per customer name,"SELECT Customer.FirstName, AVG(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId",chinook_1,chinook_manual
show count of invoices per customer name,"SELECT Customer.FirstName, COUNT(Invoice.InvoiceId) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId",chinook_1,chinook_manual
show total track duration per album title,"SELECT Album.Title, SUM(Track.Milliseconds) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",chinook_1,chinook_manual
show number of tracks per album title,"SELECT Album.Title, COUNT(Track.TrackId) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",chinook_1,chinook_manual
show track count per genre name,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId",chinook_1,chinook_manual
show total revenue per customer country,"SELECT Customer.Country, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.Country",chinook_1,chinook_manual
show invoice count per customer country,"SELECT Customer.Country, COUNT(Invoice.InvoiceId) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.Country",chinook_1,chinook_manual
show album count per artist sorted by count,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId ORDER BY COUNT(Album.AlbumId) DESC",chinook_1,chinook_manual
show track count per genre sorted by count,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC",chinook_1,chinook_manual
show total spending per customer sorted by spending,"SELECT Customer.FirstName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC",chinook_1,chinook_manual
top 5 artists by album count with names,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId ORDER BY COUNT(Album.AlbumId) DESC LIMIT 5",chinook_1,chinook_manual
top 5 genres by track count with names,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
top 5 customers by total spending with names,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC LIMIT 5",chinook_1,chinook_manual
top 10 customers by spending,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC LIMIT 10",chinook_1,chinook_manual
top 3 artists by album count,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId ORDER BY COUNT(Album.AlbumId) DESC LIMIT 3",chinook_1,chinook_manual
top 10 genres by track count,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC LIMIT 10",chinook_1,chinook_manual
top 5 albums by track count,"SELECT Album.Title, COUNT(Track.TrackId) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId ORDER BY COUNT(Track.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
which artist has the most albums,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId ORDER BY COUNT(Album.AlbumId) DESC LIMIT 1",chinook_1,chinook_manual
which genre has the most tracks,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC LIMIT 1",chinook_1,chinook_manual
which customer spent the most,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC LIMIT 1",chinook_1,chinook_manual
show album with most tracks,"SELECT Album.Title, COUNT(Track.TrackId) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId ORDER BY COUNT(Track.TrackId) DESC LIMIT 1",chinook_1,chinook_manual
show track names with album title and artist name,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
list tracks with their album and artist,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
show track name album and artist,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
display complete track information with album and artist,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
find track artist and album for all tracks,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
show track genre and media type,"SELECT Track.Name, Genre.Name, MediaType.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId",chinook_1,chinook_manual
list tracks with genre and media type names,"SELECT Track.Name, Genre.Name, MediaType.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId",chinook_1,chinook_manual
show track name genre name and media type name,"SELECT Track.Name, Genre.Name, MediaType.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId",chinook_1,chinook_manual
show invoice line details with customer and track,"SELECT Customer.FirstName, Track.Name, InvoiceLine.UnitPrice FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId JOIN InvoiceLine ON Invoice.InvoiceId = InvoiceLine.InvoiceId JOIN Track ON InvoiceLine.TrackId = Track.TrackId",chinook_1,chinook_manual
show customer name track name and invoice total,"SELECT Customer.FirstName, Track.Name, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId JOIN InvoiceLine ON Invoice.InvoiceId = InvoiceLine.InvoiceId JOIN Track ON InvoiceLine.TrackId = Track.TrackId",chinook_1,chinook_manual
show tracks bought by customers from usa,"SELECT Customer.FirstName, Track.Name FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId JOIN InvoiceLine ON Invoice.InvoiceId = InvoiceLine.InvoiceId JOIN Track ON InvoiceLine.TrackId = Track.TrackId WHERE Customer.Country = 'USA'",chinook_1,chinook_manual
show tracks bought by customers from germany,"SELECT Customer.FirstName, Track.Name FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId JOIN InvoiceLine ON Invoice.InvoiceId = InvoiceLine.InvoiceId JOIN Track ON InvoiceLine.TrackId = Track.TrackId WHERE Customer.Country = 'Germany'",chinook_1,chinook_manual
show rock tracks with album and artist,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Rock'",chinook_1,chinook_manual
show jazz tracks with album and artist names,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Jazz'",chinook_1,chinook_manual
count tracks per artist with album info,"SELECT Artist.Name, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId",chinook_1,chinook_manual
show artist name and total tracks they have,"SELECT Artist.Name, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId",chinook_1,chinook_manual
top 5 artists by track count,"SELECT Artist.Name, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId ORDER BY COUNT(Track.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
top 10 artists by number of tracks,"SELECT Artist.Name, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId ORDER BY COUNT(Track.TrackId) DESC LIMIT 10",chinook_1,chinook_manual
which artist has the most tracks,"SELECT Artist.Name, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId ORDER BY COUNT(Track.TrackId) DESC LIMIT 1",chinook_1,chinook_manual
show total revenue per customer with customer country,"SELECT Customer.FirstName, Customer.Country, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC",chinook_1,chinook_manual
show tracks with album artist and price,"SELECT Track.Name, Album.Title, Artist.Name, Track.UnitPrice FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId",chinook_1,chinook_manual
show all track details with genre and media type,"SELECT Track.Name, Track.UnitPrice, Genre.Name, MediaType.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId",chinook_1,chinook_manual
show artist name album title and track count per album,"SELECT Artist.Name, Album.Title, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",chinook_1,chinook_manual
top 5 albums by track count with artist name,"SELECT Album.Title, Artist.Name, COUNT(Track.TrackId) FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId ORDER BY COUNT(Track.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
show playlist name and number of tracks in each playlist,"SELECT Playlist.Name, COUNT(PlaylistTrack.TrackId) FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId GROUP BY Playlist.PlaylistId",chinook_1,chinook_manual
show playlists with track count,"SELECT Playlist.Name, COUNT(PlaylistTrack.TrackId) FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId GROUP BY Playlist.PlaylistId",chinook_1,chinook_manual
top 5 playlists by number of tracks,"SELECT Playlist.Name, COUNT(PlaylistTrack.TrackId) FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId GROUP BY Playlist.PlaylistId ORDER BY COUNT(PlaylistTrack.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
show customer name invoice date and total,"SELECT Customer.FirstName, Customer.LastName, Invoice.InvoiceDate, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId",chinook_1,chinook_manual
show customer name and all their invoice totals,"SELECT Customer.FirstName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId ORDER BY Customer.FirstName",chinook_1,chinook_manual
show customers from usa with their invoice totals,"SELECT Customer.FirstName, Customer.LastName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'USA'",chinook_1,chinook_manual
show customers from germany with their invoice totals,"SELECT Customer.FirstName, Customer.LastName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'Germany'",chinook_1,chinook_manual
show rock tracks with their price,"SELECT Track.Name, Track.UnitPrice FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Rock'",chinook_1,chinook_manual
show jazz tracks with their price,"SELECT Track.Name, Track.UnitPrice FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Jazz'",chinook_1,chinook_manual
show tracks from album with artist ac dc,SELECT Track.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = 'AC/DC',chinook_1,chinook_manual
show track count per genre with genre name sorted,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC",chinook_1,chinook_manual
show artist with their total track duration,"SELECT Artist.Name, SUM(Track.Milliseconds) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId ORDER BY SUM(Track.Milliseconds) DESC",chinook_1,chinook_manual
show average track price per genre,"SELECT Genre.Name, AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId",chinook_1,chinook_manual
show total track duration per genre,"SELECT Genre.Name, SUM(Track.Milliseconds) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY SUM(Track.Milliseconds) DESC",chinook_1,chinook_manual
show employee name and number of customers they support,"SELECT Employee.FirstName, Employee.LastName, COUNT(Customer.CustomerId) FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId",chinook_1,chinook_manual
which employee supports the most customers,"SELECT Employee.FirstName, Employee.LastName, COUNT(Customer.CustomerId) FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId ORDER BY COUNT(Customer.CustomerId) DESC LIMIT 1",chinook_1,chinook_manual
artists with more than 10 albums,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId HAVING COUNT(Album.AlbumId) > 10",chinook_1,chinook_manual
artists with more than 5 albums,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId HAVING COUNT(Album.AlbumId) > 5",chinook_1,chinook_manual
genres with more than 100 tracks,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId HAVING COUNT(Track.TrackId) > 100",chinook_1,chinook_manual
genres with more than 50 tracks,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId HAVING COUNT(Track.TrackId) > 50",chinook_1,chinook_manual
customers who spent more than 40,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId HAVING SUM(Invoice.Total) > 40",chinook_1,chinook_manual
customers who spent more than 20,"SELECT Customer.FirstName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId HAVING SUM(Invoice.Total) > 20",chinook_1,chinook_manual
countries with revenue greater than 50,"SELECT BillingCountry, SUM(Total) FROM Invoice GROUP BY BillingCountry HAVING SUM(Total) > 50",chinook_1,chinook_manual
countries with more than 20 invoices,"SELECT BillingCountry, COUNT(*) FROM Invoice GROUP BY BillingCountry HAVING COUNT(*) > 20",chinook_1,chinook_manual
albums with more than 15 tracks,"SELECT Album.Title, COUNT(Track.TrackId) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId HAVING COUNT(Track.TrackId) > 15",chinook_1,chinook_manual
albums with more than 10 tracks,"SELECT Album.Title, COUNT(Track.TrackId) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId HAVING COUNT(Track.TrackId) > 10",chinook_1,chinook_manual
show distinct countries from customer table,SELECT DISTINCT Country FROM Customer,chinook_1,chinook_manual
show distinct billing countries from invoices,SELECT DISTINCT BillingCountry FROM Invoice,chinook_1,chinook_manual
show distinct genres from tracks,SELECT DISTINCT GenreId FROM Track,chinook_1,chinook_manual
show distinct media types from tracks,SELECT DISTINCT MediaTypeId FROM Track,chinook_1,chinook_manual
show customers who have more than 5 invoices,"SELECT Customer.FirstName, COUNT(Invoice.InvoiceId) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId HAVING COUNT(Invoice.InvoiceId) > 5",chinook_1,chinook_manual
show customers who have more than 3 invoices,"SELECT Customer.FirstName, COUNT(Invoice.InvoiceId) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId HAVING COUNT(Invoice.InvoiceId) > 3",chinook_1,chinook_manual
show employees who support more than 10 customers,"SELECT Employee.FirstName, COUNT(Customer.CustomerId) FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId HAVING COUNT(Customer.CustomerId) > 10",chinook_1,chinook_manual
genres with average track price above 1,"SELECT Genre.Name, AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId HAVING AVG(Track.UnitPrice) > 1",chinook_1,chinook_manual
artists with total track duration above 1000000,"SELECT Artist.Name, SUM(Track.Milliseconds) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId HAVING SUM(Track.Milliseconds) > 1000000",chinook_1,chinook_manual
albums with average track price above 0.99,"SELECT Album.Title, AVG(Track.UnitPrice) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId HAVING AVG(Track.UnitPrice) > 0.99",chinook_1,chinook_manual
show all invoice line items,SELECT * FROM InvoiceLine,chinook_1,chinook_manual
show all playlist tracks,SELECT * FROM PlaylistTrack,chinook_1,chinook_manual
show customer postal codes,"SELECT FirstName, LastName, PostalCode FROM Customer",chinook_1,chinook_manual
show customer phone numbers,"SELECT FirstName, LastName, Phone FROM Customer",chinook_1,chinook_manual
show employee hire dates,"SELECT FirstName, LastName, HireDate FROM Employee",chinook_1,chinook_manual
show employee birth dates,"SELECT FirstName, LastName, BirthDate FROM Employee",chinook_1,chinook_manual
show track file sizes,"SELECT Name, Bytes FROM Track",chinook_1,chinook_manual
show track durations in milliseconds,"SELECT Name, Milliseconds FROM Track",chinook_1,chinook_manual
show invoice billing addresses,"SELECT InvoiceId, BillingAddress, BillingCity FROM Invoice",chinook_1,chinook_manual
show invoice billing cities,"SELECT InvoiceId, BillingCity, BillingCountry FROM Invoice",chinook_1,chinook_manual
show customers where country is sweden,SELECT * FROM Customer WHERE Country = 'Sweden',chinook_1,chinook_manual
show customers where country is austria,SELECT * FROM Customer WHERE Country = 'Austria',chinook_1,chinook_manual
show customers where country is netherlands,SELECT * FROM Customer WHERE Country = 'Netherlands',chinook_1,chinook_manual
show customers where country is denmark,SELECT * FROM Customer WHERE Country = 'Denmark',chinook_1,chinook_manual
show customers where country is finland,SELECT * FROM Customer WHERE Country = 'Finland',chinook_1,chinook_manual
show customers where country is hungary,SELECT * FROM Customer WHERE Country = 'Hungary',chinook_1,chinook_manual
show customers where country is poland,SELECT * FROM Customer WHERE Country = 'Poland',chinook_1,chinook_manual
show customers where country is spain,SELECT * FROM Customer WHERE Country = 'Spain',chinook_1,chinook_manual
show customers where country is italy,SELECT * FROM Customer WHERE Country = 'Italy',chinook_1,chinook_manual
show customers where country is belgium,SELECT * FROM Customer WHERE Country = 'Belgium',chinook_1,chinook_manual
show invoices from 2009,SELECT * FROM Invoice WHERE InvoiceDate LIKE '2009%',chinook_1,chinook_manual
show invoices from 2010,SELECT * FROM Invoice WHERE InvoiceDate LIKE '2010%',chinook_1,chinook_manual
show customers where fax is null,SELECT * FROM Customer WHERE Fax IS NULL,chinook_1,chinook_manual
show customers where company is not null,SELECT * FROM Customer WHERE Company IS NOT NULL,chinook_1,chinook_manual
show employees where reports to is null,SELECT * FROM Employee WHERE ReportsTo IS NULL,chinook_1,chinook_manual
show tracks with album id 5,SELECT * FROM Track WHERE AlbumId = 5,chinook_1,chinook_manual
show invoice lines with track id 1,SELECT * FROM InvoiceLine WHERE TrackId = 1,chinook_1,chinook_manual
show tracks where composer field is not null,SELECT * FROM Track WHERE Composer IS NOT NULL,chinook_1,chinook_manual
show customer first names starting with j,SELECT * FROM Customer WHERE FirstName LIKE 'J%',chinook_1,chinook_manual
show albums where title starts with the,SELECT * FROM Album WHERE Title LIKE 'The%',chinook_1,chinook_manual
count invoice lines total,SELECT COUNT(*) FROM InvoiceLine,chinook_1,chinook_manual
total invoice line quantity,SELECT SUM(Quantity) FROM InvoiceLine,chinook_1,chinook_manual
max invoice line quantity,SELECT MAX(Quantity) FROM InvoiceLine,chinook_1,chinook_manual
average track bytes,SELECT AVG(Bytes) FROM Track,chinook_1,chinook_manual
total bytes of all tracks,SELECT SUM(Bytes) FROM Track,chinook_1,chinook_manual
how many tracks have no composer,SELECT COUNT(*) FROM Track WHERE Composer IS NULL,chinook_1,chinook_manual
